break_out_category,break_out,data_value,data_value_type,data_value_unit,datasource,high_confidence_limit,locationabbr,locationdesc,low_confidence_limit,indicator,sample_size,year
Gender,Female,7.4,Percentage,%,HRQOL,8.5,CT,Connecticut,6.3,Obesity,2245,2000
Gender,Male,6.5,Percentage,%,HRQOL,7.8,CT,Connecticut,5.3,Obesity,1463,2000
Gender,Female,9.9,Percentage,%,HRQOL,11.8,DE,Delaware,8,Obesity,1566,2000
Gender,Male,8.1,Percentage,%,HRQOL,9.9,DE,Delaware,6.3,Obesity,1106,2000
Gender,Female,8.3,Percentage,%,HRQOL,10.1,DC,District of Columbia,6.5,Obesity,1001,2000
Gender,Male,8.4,Percentage,%,HRQOL,10.7,DC,District of Columbia,6,Obesity,639,2000
Gender,Female,8.9,Percentage,%,HRQOL,9.9,FL,Florida,7.8,Obesity,2974,2000
Gender,Male,8.9,Percentage,%,HRQOL,10.2,FL,Florida,7.6,Obesity,2026,2000
Gender,Female,8.7,Percentage,%,HRQOL,9.9,GA,Georgia,7.4,Obesity,2342,2000
Gender,Male,6.8,Percentage,%,HRQOL,8.2,GA,Georgia,5.3,Obesity,1479,2000
Gender,Female,6.3,Percentage,%,HRQOL,7.2,HI,Hawaii,5.3,Obesity,3243,2000
Gender,Male,6,Percentage,%,HRQOL,7,HI,Hawaii,4.9,Obesity,2624,2000
Gender,Female,8.5,Percentage,%,HRQOL,9.6,ID,Idaho,7.4,Obesity,2756,2000
Gender,Male,7,Percentage,%,HRQOL,8.2,ID,Idaho,5.8,Obesity,2041,2000
Gender,Female,7.7,Percentage,%,HRQOL,8.8,IL,Illinois,6.5,Obesity,2178,2000
Gender,Male,5.8,Percentage,%,HRQOL,6.9,IL,Illinois,4.6,Obesity,1542,2000
Gender,Female,9,Percentage,%,HRQOL,10.4,IN,Indiana,7.6,Obesity,1639,2000
Gender,Male,7.6,Percentage,%,HRQOL,9.2,IN,Indiana,6,Obesity,1176,2000
Gender,Female,7.3,Percentage,%,HRQOL,8.4,IA,Iowa,6.2,Obesity,2101,2000
Gender,Male,6.4,Percentage,%,HRQOL,7.7,IA,Iowa,5.1,Obesity,1365,2000
Gender,Female,6.3,Percentage,%,HRQOL,7.2,KS,Kansas,5.4,Obesity,2484,2000
Gender,Male,6.2,Percentage,%,HRQOL,7.3,KS,Kansas,5,Obesity,1603,2000
Gender,Female,11.2,Percentage,%,HRQOL,12.5,KY,Kentucky,10,Obesity,3745,2000
Gender,Male,11.1,Percentage,%,HRQOL,12.5,KY,Kentucky,9.8,Obesity,2499,2000
Gender,Female,9,Percentage,%,HRQOL,10,LA,Louisiana,7.9,Obesity,2923,2000
Gender,Male,7.8,Percentage,%,HRQOL,9.1,LA,Louisiana,6.5,Obesity,1790,2000
Gender,Female,8.6,Percentage,%,HRQOL,10.1,ME,Maine,7.1,Obesity,2581,2000
Gender,Male,7.1,Percentage,%,HRQOL,8.8,ME,Maine,5.5,Obesity,1815,2000
Gender,Female,6.8,Percentage,%,HRQOL,7.9,MD,Maryland,5.7,Obesity,2682,2000
Gender,Male,8,Percentage,%,HRQOL,9.6,MD,Maryland,6.4,Obesity,1719,2000
Gender,Female,7.9,Percentage,%,HRQOL,8.8,MA,Massachusetts,7,Obesity,4682,2000
Gender,Male,6.9,Percentage,%,HRQOL,7.8,MA,Massachusetts,5.9,Obesity,3095,2000
Gender,Female,8.6,Percentage,%,HRQOL,10,MI,Michigan,7.2,Obesity,1394,2000
Gender,Male,6.8,Percentage,%,HRQOL,8.2,MI,Michigan,5.3,Obesity,1084,2000
Gender,Female,7.3,Percentage,%,HRQOL,8.5,MN,Minnesota,6,Obesity,1556,2000
Gender,Male,5.7,Percentage,%,HRQOL,6.8,MN,Minnesota,4.7,Obesity,1235,2000
Gender,Female,8.9,Percentage,%,HRQOL,10.7,MS,Mississippi,7,Obesity,1245,2000
Gender,Male,7.4,Percentage,%,HRQOL,9.3,MS,Mississippi,5.5,Obesity,778,2000
Gender,Female,6.6,Percentage,%,HRQOL,7.6,MO,Missouri,5.6,Obesity,2576,2000
Gender,Male,7.3,Percentage,%,HRQOL,8.8,MO,Missouri,5.9,Obesity,1647,2000
Gender,Female,6.6,Percentage,%,HRQOL,7.8,MT,Montana,5.4,Obesity,1677,2000
Gender,Male,6,Percentage,%,HRQOL,7.3,MT,Montana,4.6,Obesity,1253,2000
Gender,Female,8.4,Percentage,%,HRQOL,8.8,US,Nationwide,8.1,Obesity,102224,2000
Gender,Male,7.1,Percentage,%,HRQOL,7.4,US,Nationwide,6.7,Obesity,70736,2000
Gender,Female,7.4,Percentage,%,HRQOL,8.7,NE,Nebraska,6.1,Obesity,1786,2000
Gender,Male,6.1,Percentage,%,HRQOL,7.3,NE,Nebraska,4.8,Obesity,1206,2000
Gender,Female,8.2,Percentage,%,HRQOL,10.4,NV,Nevada,6,Obesity,1007,2000
Gender,Male,8.4,Percentage,%,HRQOL,11.3,NV,Nevada,5.6,Obesity,1019,2000
Gender,Female,8,Percentage,%,HRQOL,9.7,NH,New Hampshire,6.3,Obesity,1118,2000
Gender,Male,5.6,Percentage,%,HRQOL,7.1,NH,New Hampshire,4.2,Obesity,749,2000
Gender,Female,6.6,Percentage,%,HRQOL,7.6,NJ,New Jersey,5.6,Obesity,2180,2000
Gender,Male,6.2,Percentage,%,HRQOL,7.5,NJ,New Jersey,5,Obesity,1414,2000
Gender,Female,8.9,Percentage,%,HRQOL,10.3,NM,New Mexico,7.6,Obesity,1720,2000
Gender,Male,6.8,Percentage,%,HRQOL,8,NM,New Mexico,5.6,Obesity,1431,2000
Gender,Female,8.1,Percentage,%,HRQOL,9.5,NY,New York,6.7,Obesity,1880,2000
Gender,Male,7.1,Percentage,%,HRQOL,8.7,NY,New York,5.5,Obesity,1275,2000
Gender,Female,8.6,Percentage,%,HRQOL,9.8,NC,North Carolina,7.3,Obesity,1781,2000
Gender,Male,7.8,Percentage,%,HRQOL,9.4,NC,North Carolina,6.2,Obesity,1117,2000
Gender,Female,6.4,Percentage,%,HRQOL,7.8,ND,North Dakota,5.1,Obesity,1043,2000
Gender,Male,6.3,Percentage,%,HRQOL,7.9,ND,North Dakota,4.7,Obesity,783,2000
Gender,Female,9.1,Percentage,%,HRQOL,10.7,OH,Ohio,7.5,Obesity,1883,2000
Gender,Male,5.7,Percentage,%,HRQOL,7.1,OH,Ohio,4.3,Obesity,1237,2000
Gender,Female,8.3,Percentage,%,HRQOL,9.6,OK,Oklahoma,7,Obesity,2050,2000
Gender,Male,6.9,Percentage,%,HRQOL,8.1,OK,Oklahoma,5.7,Obesity,1548,2000
Gender,Female,9.1,Percentage,%,HRQOL,10.4,OR,Oregon,7.9,Obesity,2155,2000
Gender,Male,7,Percentage,%,HRQOL,8.4,OR,Oregon,5.5,Obesity,1445,2000
Gender,Female,7.2,Percentage,%,HRQOL,8.3,PA,Pennsylvania,6.2,Obesity,2025,2000
Gender,Male,6.2,Percentage,%,HRQOL,7.4,PA,Pennsylvania,5,Obesity,1380,2000
Gender,Female,7.4,Percentage,%,HRQOL,8.5,RI,Rhode Island,6.4,Obesity,2060,2000
Gender,Male,7.3,Percentage,%,HRQOL,8.7,RI,Rhode Island,5.9,Obesity,1328,2000
Gender,Female,9.4,Percentage,%,HRQOL,10.7,SC,South Carolina,8.1,Obesity,1893,2000
Gender,Male,7.4,Percentage,%,HRQOL,8.8,SC,South Carolina,6,Obesity,1277,2000
Gender,Female,6.1,Percentage,%,HRQOL,6.8,SD,South Dakota,5.3,Obesity,2942,2000
Gender,Male,6.3,Percentage,%,HRQOL,7.3,SD,South Dakota,5.3,Obesity,1873,2000
Gender,Female,9.2,Percentage,%,HRQOL,10.4,TN,Tennessee,7.9,Obesity,1883,2000
Gender,Male,5.8,Percentage,%,HRQOL,7.1,TN,Tennessee,4.4,Obesity,948,2000
Gender,Female,9.4,Percentage,%,HRQOL,10.5,TX,Texas,8.2,Obesity,2858,2000
Gender,Male,7.8,Percentage,%,HRQOL,8.9,TX,Texas,6.6,Obesity,1917,2000
Gender,Female,7.3,Percentage,%,HRQOL,8.6,UT,Utah,5.9,Obesity,1587,2000
Gender,Male,5.5,Percentage,%,HRQOL,6.9,UT,Utah,4.1,Obesity,1245,2000
Gender,Female,6.7,Percentage,%,HRQOL,7.8,VT,Vermont,5.6,Obesity,2023,2000
Gender,Male,6.5,Percentage,%,HRQOL,7.7,VT,Vermont,5.4,Obesity,1463,2000
Gender,Female,6.2,Percentage,%,HRQOL,7.5,VA,Virginia,4.8,Obesity,1050,2000
Gender,Male,6.4,Percentage,%,HRQOL,7.9,VA,Virginia,4.8,Obesity,796,2000
Gender,Female,8.3,Percentage,%,HRQOL,9.5,WA,Washington,7.1,Obesity,1995,2000
Gender,Male,6.6,Percentage,%,HRQOL,7.8,WA,Washington,5.3,Obesity,1429,2000
Gender,Female,10.6,Percentage,%,HRQOL,12.2,WV,West Virginia,9,Obesity,1355,2000
Gender,Male,13.6,Percentage,%,HRQOL,15.8,WV,West Virginia,11.4,Obesity,927,2000
Gender,Female,8.3,Percentage,%,HRQOL,9.8,WI,Wisconsin,6.7,Obesity,1440,2000
Gender,Male,6.8,Percentage,%,HRQOL,8.1,WI,Wisconsin,5.4,Obesity,1189,2000
Gender,Female,9,Percentage,%,HRQOL,10.7,WY,Wyoming,7.3,Obesity,1335,2000
Gender,Male,6.3,Percentage,%,HRQOL,7.7,WY,Wyoming,4.9,Obesity,990,2000
Gender,Female,10.1,Percentage,%,HRQOL,11.7,AL,Alabama,8.4,Obesity,1157,1999
Gender,Male,8.5,Percentage,%,HRQOL,10.3,AL,Alabama,6.6,Obesity,809,1999
Gender,Female,8.5,Percentage,%,HRQOL,11.4,AK,Alaska,5.7,Obesity,997,1999
Gender,Male,6.8,Percentage,%,HRQOL,8.6,AK,Alaska,5,Obesity,950,1999
Gender,Female,3.4,Percentage,%,HRQOL,4.3,AZ,Arizona,2.4,Obesity,1013,1999
Gender,Male,3.1,Percentage,%,HRQOL,3.8,AZ,Arizona,2.4,Obesity,708,1999
Gender,Female,10,Percentage,%,HRQOL,11.4,AR,Arkansas,8.6,Obesity,1760,1999
Gender,Male,8.1,Percentage,%,HRQOL,9.7,AR,Arkansas,6.6,Obesity,1132,1999
Gender,Female,9.3,Percentage,%,HRQOL,10.5,CA,California,8.1,Obesity,2442,1999
Gender,Male,7.4,Percentage,%,HRQOL,8.7,CA,California,6.1,Obesity,1820,1999
Gender,Female,7.2,Percentage,%,HRQOL,8.7,CO,Colorado,5.8,Obesity,1639,1999
Gender,Male,7.3,Percentage,%,HRQOL,9.2,CO,Colorado,5.5,Obesity,1343,1999
Gender,Female,6.7,Percentage,%,HRQOL,8,CT,Connecticut,5.5,Obesity,2023,1999
Gender,Male,7.2,Percentage,%,HRQOL,8.9,CT,Connecticut,5.4,Obesity,1315,1999
Gender,Female,7.5,Percentage,%,HRQOL,9,DE,Delaware,5.9,Obesity,1471,1999
Gender,Male,7.2,Percentage,%,HRQOL,9,DE,Delaware,5.5,Obesity,993,1999
Gender,Female,6.1,Percentage,%,HRQOL,7.6,DC,District of Columbia,4.7,Obesity,769,1999
Gender,Male,4.8,Percentage,%,HRQOL,6.3,DC,District of Columbia,3.3,Obesity,449,1999
Gender,Female,9.4,Percentage,%,HRQOL,10.5,FL,Florida,8.4,Obesity,3050,1999
Gender,Male,8.4,Percentage,%,HRQOL,9.7,FL,Florida,7,Obesity,2008,1999
Gender,Female,8.2,Percentage,%,HRQOL,9.7,GA,Georgia,6.7,Obesity,1307,1999
Gender,Male,5.5,Percentage,%,HRQOL,7,GA,Georgia,4.1,Obesity,847,1999
Gender,Female,6.1,Percentage,%,HRQOL,7.6,HI,Hawaii,4.6,Obesity,1124,1999
Gender,Male,4.5,Percentage,%,HRQOL,5.6,HI,Hawaii,3.4,Obesity,970,1999
Gender,Female,7.8,Percentage,%,HRQOL,8.8,ID,Idaho,6.8,Obesity,2755,1999
Gender,Male,6.6,Percentage,%,HRQOL,8,ID,Idaho,5.2,Obesity,2029,1999
Gender,Female,8.2,Percentage,%,HRQOL,9.6,IL,Illinois,6.9,Obesity,1765,1999
Gender,Male,6.6,Percentage,%,HRQOL,8.6,IL,Illinois,4.7,Obesity,1085,1999
Gender,Female,8.3,Percentage,%,HRQOL,10.6,IN,Indiana,6.1,Obesity,1360,1999
Gender,Male,7.2,Percentage,%,HRQOL,9.6,IN,Indiana,4.9,Obesity,988,1999
Gender,Female,7,Percentage,%,HRQOL,8.1,IA,Iowa,6,Obesity,2142,1999
Gender,Male,6.7,Percentage,%,HRQOL,7.9,IA,Iowa,5.5,Obesity,1398,1999
Gender,Female,6.4,Percentage,%,HRQOL,7.3,KS,Kansas,5.5,Obesity,2172,1999
Gender,Male,4.9,Percentage,%,HRQOL,5.8,KS,Kansas,4,Obesity,1508,1999
Gender,Female,11,Percentage,%,HRQOL,12,KY,Kentucky,9.9,Obesity,4666,1999
Gender,Male,11.2,Percentage,%,HRQOL,12.5,KY,Kentucky,9.9,Obesity,2688,1999
Gender,Female,9.7,Percentage,%,HRQOL,11.8,LA,Louisiana,7.5,Obesity,942,1999
Gender,Male,6.7,Percentage,%,HRQOL,8.4,LA,Louisiana,4.9,Obesity,630,1999
Gender,Female,8.9,Percentage,%,HRQOL,10.7,ME,Maine,7.1,Obesity,902,1999
Gender,Male,7.5,Percentage,%,HRQOL,9.4,ME,Maine,5.5,Obesity,718,1999
Gender,Female,7.4,Percentage,%,HRQOL,8.6,MD,Maryland,6.1,Obesity,2272,1999
Gender,Male,7.2,Percentage,%,HRQOL,8.7,MD,Maryland,5.8,Obesity,1545,1999
Gender,Female,7.7,Percentage,%,HRQOL,8.8,MA,Massachusetts,6.7,Obesity,2811,1999
Gender,Male,7.9,Percentage,%,HRQOL,9.2,MA,Massachusetts,6.5,Obesity,1910,1999
Gender,Female,8,Percentage,%,HRQOL,9.3,MI,Michigan,6.6,Obesity,1426,1999
Gender,Male,7.2,Percentage,%,HRQOL,8.8,MI,Michigan,5.7,Obesity,996,1999
Gender,Female,8.1,Percentage,%,HRQOL,9,MN,Minnesota,7.1,Obesity,2822,1999
Gender,Male,7.1,Percentage,%,HRQOL,8.1,MN,Minnesota,6.1,Obesity,2387,1999
Gender,Female,9.5,Percentage,%,HRQOL,11.2,MS,Mississippi,7.9,Obesity,1224,1999
Gender,Male,7.2,Percentage,%,HRQOL,9,MS,Mississippi,5.4,Obesity,801,1999
Gender,Female,8.7,Percentage,%,HRQOL,10.1,MO,Missouri,7.3,Obesity,2449,1999
Gender,Male,7,Percentage,%,HRQOL,8.3,MO,Missouri,5.7,Obesity,1668,1999
Gender,Female,7.5,Percentage,%,HRQOL,9,MT,Montana,6.1,Obesity,986,1999
Gender,Male,6.1,Percentage,%,HRQOL,7.7,MT,Montana,4.6,Obesity,740,1999
Gender,Female,8.2,Percentage,%,HRQOL,8.6,US,Nationwide,7.9,Obesity,88799,1999
Gender,Male,7.1,Percentage,%,HRQOL,7.4,US,Nationwide,6.8,Obesity,62158,1999
Gender,Female,7.9,Percentage,%,HRQOL,9.1,NE,Nebraska,6.7,Obesity,1649,1999
Gender,Male,7.2,Percentage,%,HRQOL,8.6,NE,Nebraska,5.8,Obesity,1100,1999
Gender,Female,7.3,Percentage,%,HRQOL,9.2,NV,Nevada,5.5,Obesity,1052,1999
Gender,Male,6.9,Percentage,%,HRQOL,8.9,NV,Nevada,4.9,Obesity,1073,1999
Gender,Female,5.4,Percentage,%,HRQOL,6.8,NH,New Hampshire,4.1,Obesity,710,1999
Gender,Male,6.3,Percentage,%,HRQOL,8.2,NH,New Hampshire,4.4,Obesity,485,1999
Gender,Female,6.6,Percentage,%,HRQOL,7.8,NJ,New Jersey,5.4,Obesity,1588,1999
Gender,Male,8.2,Percentage,%,HRQOL,10,NJ,New Jersey,6.4,Obesity,1085,1999
Gender,Female,9.8,Percentage,%,HRQOL,11.4,NM,New Mexico,8.2,Obesity,1877,1999
Gender,Male,7.4,Percentage,%,HRQOL,8.7,NM,New Mexico,6.2,Obesity,1487,1999
Gender,Female,7.1,Percentage,%,HRQOL,8.3,NY,New York,5.8,Obesity,1474,1999
Gender,Male,6.9,Percentage,%,HRQOL,8.5,NY,New York,5.3,Obesity,1008,1999
Gender,Female,9.4,Percentage,%,HRQOL,10.9,NC,North Carolina,7.9,Obesity,1422,1999
Gender,Male,9,Percentage,%,HRQOL,11.1,NC,North Carolina,6.8,Obesity,938,1999
Gender,Female,5.8,Percentage,%,HRQOL,6.9,ND,North Dakota,4.6,Obesity,1106,1999
Gender,Male,6.5,Percentage,%,HRQOL,7.9,ND,North Dakota,5,Obesity,851,1999
Gender,Female,7,Percentage,%,HRQOL,8.6,OH,Ohio,5.3,Obesity,970,1999
Gender,Male,6.4,Percentage,%,HRQOL,8.3,OH,Ohio,4.6,Obesity,617,1999
Gender,Female,7,Percentage,%,HRQOL,8.1,OK,Oklahoma,5.9,Obesity,1763,1999
Gender,Male,6.3,Percentage,%,HRQOL,7.6,OK,Oklahoma,5,Obesity,1132,1999
Gender,Female,8.5,Percentage,%,HRQOL,10.2,OR,Oregon,6.8,Obesity,987,1999
Gender,Male,8.5,Percentage,%,HRQOL,10.5,OR,Oregon,6.6,Obesity,745,1999
Gender,Female,8.8,Percentage,%,HRQOL,10.1,PA,Pennsylvania,7.5,Obesity,2020,1999
Gender,Male,6.6,Percentage,%,HRQOL,7.8,PA,Pennsylvania,5.4,Obesity,1368,1999
Gender,Female,7,Percentage,%,HRQOL,8,RI,Rhode Island,6,Obesity,2298,1999
Gender,Male,7.3,Percentage,%,HRQOL,8.5,RI,Rhode Island,6,Obesity,1505,1999
Gender,Female,8.5,Percentage,%,HRQOL,9.8,SC,South Carolina,7.2,Obesity,1946,1999
Gender,Male,7.3,Percentage,%,HRQOL,8.6,SC,South Carolina,5.9,Obesity,1347,1999
Gender,Female,6.2,Percentage,%,HRQOL,7.1,SD,South Dakota,5.2,Obesity,2388,1999
Gender,Male,6.4,Percentage,%,HRQOL,7.6,SD,South Dakota,5.3,Obesity,1654,1999
Gender,Female,8.1,Percentage,%,HRQOL,9.4,TN,Tennessee,6.9,Obesity,1857,1999
Gender,Male,8.3,Percentage,%,HRQOL,10.1,TN,Tennessee,6.6,Obesity,997,1999
Gender,Female,9.2,Percentage,%,HRQOL,10.7,TX,Texas,7.8,Obesity,2875,1999
Gender,Male,6.4,Percentage,%,HRQOL,7.4,TX,Texas,5.3,Obesity,1937,1999
Gender,Female,7.2,Percentage,%,HRQOL,8.6,UT,Utah,5.9,Obesity,1772,1999
Gender,Male,5.3,Percentage,%,HRQOL,6.5,UT,Utah,4.1,Obesity,1342,1999
Gender,Female,6.9,Percentage,%,HRQOL,8,VT,Vermont,5.7,Obesity,1766,1999
Gender,Male,6.1,Percentage,%,HRQOL,7.4,VT,Vermont,4.7,Obesity,1220,1999
Gender,Female,7.3,Percentage,%,HRQOL,8.6,VA,Virginia,6,Obesity,1935,1999
Gender,Male,5.8,Percentage,%,HRQOL,7,VA,Virginia,4.6,Obesity,1323,1999
Gender,Female,8.3,Percentage,%,HRQOL,9.7,WA,Washington,6.8,Obesity,1890,1999
Gender,Male,7.1,Percentage,%,HRQOL,8.5,WA,Washington,5.7,Obesity,1519,1999
Gender,Female,11.4,Percentage,%,HRQOL,13,WV,West Virginia,9.7,Obesity,1493,1999
Gender,Male,11.5,Percentage,%,HRQOL,13.3,WV,West Virginia,9.6,Obesity,1046,1999
Gender,Female,7.7,Percentage,%,HRQOL,9.6,WI,Wisconsin,5.7,Obesity,1206,1999
Gender,Male,6.3,Percentage,%,HRQOL,7.7,WI,Wisconsin,4.8,Obesity,902,1999
Gender,Female,6.9,Percentage,%,HRQOL,8.2,WY,Wyoming,5.6,Obesity,1309,1999
Gender,Male,6.1,Percentage,%,HRQOL,7.3,WY,Wyoming,4.8,Obesity,1042,1999
Gender,Female,11.8,Percentage,%,HRQOL,13.5,AL,Alabama,10,Obesity,1350,1998
Gender,Male,9.1,Percentage,%,HRQOL,11.2,AL,Alabama,7,Obesity,739,1998
Gender,Female,5.6,Percentage,%,HRQOL,7,AK,Alaska,4.1,Obesity,1020,1998
Gender,Male,5.4,Percentage,%,HRQOL,6.9,AK,Alaska,3.8,Obesity,885,1998
Gender,Female,3.9,Percentage,%,HRQOL,4.7,AZ,Arizona,3,Obesity,1082,1998
Gender,Male,3.5,Percentage,%,HRQOL,4.3,AZ,Arizona,2.7,Obesity,815,1998
Gender,Female,10.3,Percentage,%,HRQOL,11.7,AR,Arkansas,8.8,Obesity,1752,1998
Gender,Male,10,Percentage,%,HRQOL,11.6,AR,Arkansas,8.3,Obesity,1107,1998
Gender,Female,8.7,Percentage,%,HRQOL,10,CA,California,7.5,Obesity,2307,1998
Gender,Male,6.1,Percentage,%,HRQOL,7.2,CA,California,5,Obesity,1796,1998
Gender,Female,8,Percentage,%,HRQOL,9.6,CO,Colorado,6.3,Obesity,973,1998
Gender,Male,4.9,Percentage,%,HRQOL,6.2,CO,Colorado,3.6,Obesity,789,1998
Gender,Female,6.7,Percentage,%,HRQOL,8,CT,Connecticut,5.5,Obesity,1738,1998
Gender,Male,7.4,Percentage,%,HRQOL,9.2,CT,Connecticut,5.7,Obesity,1233,1998
Gender,Female,9.6,Percentage,%,HRQOL,11.7,DE,Delaware,7.6,Obesity,1510,1998
Gender,Male,8.9,Percentage,%,HRQOL,11.3,DE,Delaware,6.5,Obesity,1018,1998
Gender,Female,8.9,Percentage,%,HRQOL,11,DC,District of Columbia,6.9,Obesity,871,1998
Gender,Male,7,Percentage,%,HRQOL,9.1,DC,District of Columbia,4.8,Obesity,528,1998
Gender,Female,9.8,Percentage,%,HRQOL,11,FL,Florida,8.5,Obesity,2734,1998
Gender,Male,7.4,Percentage,%,HRQOL,8.6,FL,Florida,6.3,Obesity,1826,1998
Gender,Female,8.3,Percentage,%,HRQOL,9.8,GA,Georgia,6.8,Obesity,1385,1998
Gender,Male,5.9,Percentage,%,HRQOL,7.3,GA,Georgia,4.4,Obesity,858,1998
Gender,Female,5.3,Percentage,%,HRQOL,6.6,HI,Hawaii,4.1,Obesity,1174,1998
Gender,Male,5.6,Percentage,%,HRQOL,7.3,HI,Hawaii,4,Obesity,899,1998
Gender,Female,6.8,Percentage,%,HRQOL,7.7,ID,Idaho,5.8,Obesity,2785,1998
Gender,Male,6.2,Percentage,%,HRQOL,7.3,ID,Idaho,5.1,Obesity,2041,1998
Gender,Female,6.5,Percentage,%,HRQOL,7.7,IL,Illinois,5.3,Obesity,1610,1998
Gender,Male,5.9,Percentage,%,HRQOL,7.3,IL,Illinois,4.5,Obesity,1220,1998
Gender,Female,7.7,Percentage,%,HRQOL,9.1,IN,Indiana,6.2,Obesity,1386,1998
Gender,Male,8.2,Percentage,%,HRQOL,9.9,IN,Indiana,6.5,Obesity,965,1998
Gender,Female,7.2,Percentage,%,HRQOL,8.3,IA,Iowa,6,Obesity,2159,1998
Gender,Male,5.6,Percentage,%,HRQOL,6.8,IA,Iowa,4.3,Obesity,1425,1998
Gender,Female,6.6,Percentage,%,HRQOL,7.6,KS,Kansas,5.7,Obesity,2206,1998
Gender,Male,5,Percentage,%,HRQOL,5.9,KS,Kansas,4.1,Obesity,1443,1998
Gender,Female,11.3,Percentage,%,HRQOL,12.6,KY,Kentucky,9.9,Obesity,2319,1998
Gender,Male,8.9,Percentage,%,HRQOL,10.4,KY,Kentucky,7.5,Obesity,1343,1998
Gender,Female,7.2,Percentage,%,HRQOL,8.7,LA,Louisiana,5.7,Obesity,933,1998
Gender,Male,8.5,Percentage,%,HRQOL,10.6,LA,Louisiana,6.4,Obesity,625,1998
Gender,Female,9.8,Percentage,%,HRQOL,11.9,ME,Maine,7.7,Obesity,930,1998
Gender,Male,6.5,Percentage,%,HRQOL,8.3,ME,Maine,4.7,Obesity,658,1998
Gender,Female,7.3,Percentage,%,HRQOL,8.7,MD,Maryland,5.8,Obesity,1901,1998
Gender,Male,6.6,Percentage,%,HRQOL,8.3,MD,Maryland,4.9,Obesity,1245,1998
Gender,Female,7.2,Percentage,%,HRQOL,8.3,MA,Massachusetts,6.1,Obesity,2754,1998
Gender,Male,5.8,Percentage,%,HRQOL,7,MA,Massachusetts,4.6,Obesity,1930,1998
Gender,Female,9.3,Percentage,%,HRQOL,10.8,MI,Michigan,7.8,Obesity,1446,1998
Gender,Male,7,Percentage,%,HRQOL,8.5,MI,Michigan,5.5,Obesity,1009,1998
Gender,Female,8.9,Percentage,%,HRQOL,10.2,MN,Minnesota,7.7,Obesity,2164,1998
Gender,Male,7,Percentage,%,HRQOL,8.2,MN,Minnesota,5.9,Obesity,1946,1998
Gender,Female,8.9,Percentage,%,HRQOL,10.3,MS,Mississippi,7.4,Obesity,1287,1998
Gender,Male,7.5,Percentage,%,HRQOL,9.4,MS,Mississippi,5.7,Obesity,814,1998
Gender,Female,9.1,Percentage,%,HRQOL,10.5,MO,Missouri,7.7,Obesity,2198,1998
Gender,Male,6.2,Percentage,%,HRQOL,7.4,MO,Missouri,5.1,Obesity,1403,1998
Gender,Female,6.6,Percentage,%,HRQOL,8,MT,Montana,5.2,Obesity,970,1998
Gender,Male,5.6,Percentage,%,HRQOL,7,MT,Montana,4.2,Obesity,767,1998
Gender,Female,8.3,Percentage,%,HRQOL,8.6,US,Nationwide,8,Obesity,83210,1998
Gender,Male,6.9,Percentage,%,HRQOL,7.2,US,Nationwide,6.6,Obesity,58534,1998
Gender,Female,7.9,Percentage,%,HRQOL,9,NE,Nebraska,6.7,Obesity,1610,1998
Gender,Male,6.4,Percentage,%,HRQOL,7.7,NE,Nebraska,5,Obesity,1037,1998
Gender,Female,6.7,Percentage,%,HRQOL,8.7,NV,Nevada,4.8,Obesity,1033,1998
Gender,Male,6.6,Percentage,%,HRQOL,8.4,NV,Nevada,4.7,Obesity,873,1998
Gender,Female,8.5,Percentage,%,HRQOL,10.2,NH,New Hampshire,6.7,Obesity,832,1998
Gender,Male,5.5,Percentage,%,HRQOL,7.1,NH,New Hampshire,3.9,Obesity,588,1998
Gender,Female,7.4,Percentage,%,HRQOL,8.8,NJ,New Jersey,5.9,Obesity,1370,1998
Gender,Male,7.5,Percentage,%,HRQOL,9.3,NJ,New Jersey,5.7,Obesity,974,1998
Gender,Female,9.6,Percentage,%,HRQOL,11,NM,New Mexico,8.2,Obesity,2026,1998
Gender,Male,6.9,Percentage,%,HRQOL,8.2,NM,New Mexico,5.6,Obesity,1549,1998
Gender,Female,8.9,Percentage,%,HRQOL,10.4,NY,New York,7.4,Obesity,1368,1998
Gender,Male,7.4,Percentage,%,HRQOL,9,NY,New York,5.8,Obesity,992,1998
Gender,Female,9.7,Percentage,%,HRQOL,11.3,NC,North Carolina,8,Obesity,1410,1998
Gender,Male,8.7,Percentage,%,HRQOL,11.1,NC,North Carolina,6.3,Obesity,893,1998
Gender,Female,7.6,Percentage,%,HRQOL,9.1,ND,North Dakota,6,Obesity,993,1998
Gender,Male,4.7,Percentage,%,HRQOL,5.9,ND,North Dakota,3.6,Obesity,802,1998
Gender,Female,8.5,Percentage,%,HRQOL,10.3,OH,Ohio,6.7,Obesity,1764,1998
Gender,Male,5.9,Percentage,%,HRQOL,7.2,OH,Ohio,4.5,Obesity,1159,1998
Gender,Female,8.2,Percentage,%,HRQOL,9.5,OK,Oklahoma,6.8,Obesity,1466,1998
Gender,Male,6.6,Percentage,%,HRQOL,8,OK,Oklahoma,5.2,Obesity,985,1998
Gender,Female,7.9,Percentage,%,HRQOL,9.7,OR,Oregon,6.2,Obesity,1049,1998
Gender,Male,7.5,Percentage,%,HRQOL,9.4,OR,Oregon,5.5,Obesity,729,1998
Gender,Female,8.4,Percentage,%,HRQOL,9.5,PA,Pennsylvania,7.2,Obesity,2076,1998
